instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
679,2012-11-09,4,2012,november,0,5,working,1,14.828347,17.77065,54.0833,14.375386,709,5283,5992,11.5
680,2012-11-10,4,2012,november,0,6,holiday/weekend,1,15.955846999999999,19.696849999999998,64.5417,3.8756686,2090,4446,6536,11.5
681,2012-11-11,4,2012,november,0,0,holiday/weekend,1,17.254153000000002,21.08565,65.91669999999999,8.5425,2290,4562,6852,11.5
682,2012-11-12,4,2012,november,1,1,holiday/weekend,1,19.884999999999998,23.76915,74.16669999999999,11.625639,1097,5172,6269,11.5
683,2012-11-13,4,2012,november,0,2,working,2,14.076653,16.16125,66.29169999999999,22.917082,327,3767,4094,11.5
684,2012-11-14,4,2012,november,0,3,working,1,11.855847,14.07815,55.2083,13.374875,373,5122,5495,11.5
685,2012-11-15,4,2012,november,0,4,working,2,13.188346999999998,16.2246,62.0417,10.250129000000001,320,5125,5445,11.5
686,2012-11-16,4,2012,november,0,5,working,1,14.145,17.3602,52.4583,11.458675000000001,484,5214,5698,11.5
687,2012-11-17,4,2012,november,0,6,holiday/weekend,1,13.325000000000001,16.31915,54.541700000000006,12.041843,1313,4316,5629,11.5
688,2012-11-18,4,2012,november,0,0,holiday/weekend,1,14.0425,16.8873,69.2917,15.250004,922,3747,4669,11.5
689,2012-11-19,4,2012,november,0,1,working,2,15.614152999999998,18.78105,62.3333,15.749489,449,5050,5499,11.5
690,2012-11-20,4,2012,november,0,2,working,2,15.340847000000002,19.03335,68.5,5.542575,534,5100,5634,11.5
691,2012-11-21,4,2012,november,0,3,working,1,14.486653,18.2446,61.375,6.917482000000001,615,4531,5146,11.5
692,2012-11-22,4,2012,november,1,4,holiday/weekend,1,13.940000000000001,17.518549999999998,58.0417,3.5423436,955,1470,2425,11.5
693,2012-11-23,4,2012,november,0,5,working,1,15.101653,18.93895,56.875,9.917407,1603,2307,3910,11.5
694,2012-11-24,4,2012,november,0,6,holiday/weekend,1,11.411653,12.4371,40.4583,25.250357,532,1745,2277,11.5
695,2012-11-25,4,2012,november,0,0,holiday/weekend,1,10.079153,12.879150000000001,46.8333,10.083499999999999,309,2115,2424,11.5
696,2012-11-26,4,2012,november,0,1,working,1,12.846652999999998,16.950200000000002,53.541700000000006,3.1255499999999996,337,4750,5087,11.5
697,2012-11-27,4,2012,november,0,2,working,2,11.958347,14.0779,78.6667,15.916654,123,3836,3959,11.5
698,2012-11-28,4,2012,november,0,3,working,1,12.163347,14.488100000000001,50.625,14.125007,198,5062,5260,11.5
699,2012-11-29,4,2012,november,0,4,working,1,11.51567,14.921100000000001,55.565200000000004,7.739974,243,5080,5323,11.869565217391305
700,2012-11-30,4,2012,november,0,5,working,1,12.231653000000001,16.193350000000002,64.95830000000001,3.9175436,362,5306,5668,11.5
701,2012-12-01,4,2012,december,0,6,holiday/weekend,2,12.231653000000001,15.8452,80.6667,4.0001814,951,4240,5191,11.5
702,2012-12-02,4,2012,december,0,0,holiday/weekend,2,14.247499999999999,17.9604,82.3333,8.333393000000001,892,3757,4649,11.5
703,2012-12-03,4,2012,december,0,1,working,1,18.552500000000002,22.7898,76.75,5.5422936,555,5679,6234,11.5
704,2012-12-04,4,2012,december,0,2,working,1,19.509153,23.4527,73.375,11.666643,551,6055,6606,11.5
705,2012-12-05,4,2012,december,0,3,working,1,17.971653,21.4006,48.5,21.709407,331,5398,5729,11.5
706,2012-12-06,4,2012,december,0,4,working,1,10.489152999999998,12.9102,50.875,11.708518,340,5035,5375,11.5
707,2012-12-07,4,2012,december,0,5,working,2,13.154152999999999,16.097900000000003,76.4167,8.7502,349,4659,5008,11.5
708,2012-12-08,4,2012,december,0,6,holiday/weekend,2,15.648347,19.4754,91.125,6.792393,1153,4429,5582,11.5
709,2012-12-09,4,2012,december,0,0,holiday/weekend,2,15.750846999999998,19.5073,90.5417,10.584325,441,2787,3228,11.5
710,2012-12-10,4,2012,december,0,1,working,2,17.869153,21.77875,92.5,12.750636,329,4841,5170,11.5
711,2012-12-11,4,2012,december,0,2,working,2,14.486653,16.91815,59.66669999999999,19.834478999999998,282,5219,5501,11.5
712,2012-12-12,4,2012,december,0,3,working,2,12.1975,14.8669,53.833299999999994,10.916779,310,5009,5319,11.5
713,2012-12-13,4,2012,december,0,4,working,1,12.129153,14.7094,48.5833,11.666643,425,5107,5532,11.5
714,2012-12-14,4,2012,december,0,5,working,1,11.548347,14.7096,64.29169999999999,8.792343,429,5182,5611,11.5
715,2012-12-15,4,2012,december,0,6,holiday/weekend,1,13.290847,16.91915,65.0417,7.12545,767,4280,5047,11.5
716,2012-12-16,4,2012,december,0,0,holiday/weekend,2,14.862499999999999,18.4969,83.875,6.749714,538,3248,3786,11.5
717,2012-12-17,4,2012,december,0,1,working,2,16.126653,20.075000000000003,90.7083,6.583306100000001,212,4373,4585,11.5
718,2012-12-18,4,2012,december,0,2,working,1,16.844153,20.485400000000002,66.625,14.834067999999998,433,5124,5557,11.5
719,2012-12-19,4,2012,december,0,3,working,1,13.6325,17.1081,62.5417,12.334164000000001,333,4934,5267,11.5
720,2012-12-20,4,2012,december,0,4,working,2,13.530000000000001,16.760849999999998,66.79169999999999,8.875021,314,3814,4128,11.5
721,2012-12-21,1,2012,december,0,5,working,2,13.393346999999999,15.08835,55.666700000000006,25.083661000000003,221,3402,3623,11.5
722,2012-12-22,1,2012,december,0,6,holiday/weekend,1,10.899153,11.80565,44.125,27.292182,205,1544,1749,11.5
723,2012-12-23,1,2012,december,0,0,holiday/weekend,1,10.079153,12.97355,51.5417,8.916561,408,1379,1787,11.5
724,2012-12-24,1,2012,december,0,1,working,2,9.483464,12.945,79.1304,5.1744368000000005,174,746,920,11.826086956521738
725,2012-12-25,1,2012,december,1,2,holiday/weekend,2,11.943464,14.723249999999998,73.47829999999999,11.304642,440,573,1013,11.869565217391305
726,2012-12-26,1,2012,december,0,3,working,3,9.976652999999999,11.01665,82.3333,21.208582,9,432,441,11.5
727,2012-12-27,1,2012,december,0,4,working,2,10.420846999999998,11.3321,65.29169999999999,23.458911,247,1867,2114,11.5
728,2012-12-28,1,2012,december,0,5,working,2,10.386652999999999,12.7523,59.0,10.416557,644,2451,3095,11.5
729,2012-12-29,1,2012,december,0,6,holiday/weekend,2,10.386652999999999,12.120000000000001,75.29169999999999,8.333661,159,1182,1341,11.5
730,2012-12-30,1,2012,december,0,0,holiday/weekend,1,10.489152999999998,11.584999999999999,48.3333,23.500518,364,1432,1796,11.5
731,2012-12-31,1,2012,december,0,1,working,2,8.849153,11.17435,57.75,10.374682,439,2290,2729,11.5
